added	servername	active	accepted	handled	total	reading	writing	waiting
1546227722	site	7	74257433	74255748	74246929	0	7	0
1546227722	proxy	89	68006968	67999466	74689126	0	7	82
1546227781	site	4	74259614	74257929	74249110	0	4	0
1546227781	proxy	75	68008998	68001496	74691314	0	4	71
1546227842	site	5	74261182	74259497	74250678	0	5	0
1546227842	proxy	85	68010379	68002877	74692894	0	5	80
1546227902	site	4	74263479	74261794	74252975	0	4	0
1546227902	proxy	104	68012492	68004990	74695200	0	1	103
1546227962	site	5	74265386	74263701	74254882	0	5	0
1546227962	proxy	99	68014176	68006674	74697118	0	4	95
1546228021	site	3	74267350	74265665	74256846	0	3	0
1546228021	proxy	94	68015949	68008447	74699092	0	4	90
1546228082	site	2	74269095	74267410	74258591	0	2	0
1546228082	proxy	94	68017508	68010006	74700847	0	4	90
1546228142	site	7	74270822	74269137	74260318	0	7	0
1546228142	proxy	109	68019017	68011515	74702582	0	10	99
1546228201	site	1	74274045	74272360	74263541	0	1	0
1546228201	proxy	104	68022011	68014509	74705814	0	1	103
1546228262	site	6	74277975	74276290	74267471	0	6	0
1546228262	proxy	92	68025702	68018200	74709756	0	7	85
1546228322	site	4	74281076	74279391	74270572	0	4	0
1546228322	proxy	89	68028572	68021070	74712865	0	3	86
1546228382	site	5	74283784	74282099	74273280	0	5	0
1546228382	proxy	102	68031041	68023539	74715583	0	5	97
1546228442	site	4	74285718	74284033	74275214	0	4	0
1546228442	proxy	85	68032751	68025249	74717525	0	4	81
1546228503	site	4	74288230	74286545	74277726	0	4	0
1546228503	proxy	86	68035080	68027578	74720051	0	6	80
1546228561	site	1	74290200	74288515	74279696	0	1	0
1546228561	proxy	98	68036892	68029390	74722032	0	1	97
1546228622	site	10	74292117	74290432	74281613	0	10	0
1546228622	proxy	91	68038650	68031148	74723961	0	10	81
1546228682	site	2	74293675	74291990	74283171	0	2	0
1546228682	proxy	83	68040072	68032570	74725527	0	2	81
1546228742	site	1	74295044	74293359	74284540	0	1	0
1546228742	proxy	82	68041306	68033804	74726906	0	2	80
1546228802	site	7	74298181	74296496	74287677	0	7	0
1546228802	proxy	102	68044311	68036809	74730052	0	6	96
1546228861	site	1	74301436	74299751	74290932	0	1	0
1546228861	proxy	96	68047406	68039904	74733318	0	1	95
1546228922	site	4	74304200	74302515	74293696	0	4	0
1546228922	proxy	83	68050012	68042510	74736097	0	4	79
1546228982	site	3	74306369	74304684	74295865	0	3	0
1546228982	proxy	79	68052032	68044530	74738274	0	3	76
1546229041	site	4	74307936	74306251	74297432	0	4	0
1546229041	proxy	77	68053440	68045938	74739849	0	4	73
1546229101	site	7	74310433	74308748	74299929	0	7	0
1546229101	proxy	80	68055800	68048298	74742355	0	6	74
1546229161	site	2	74312642	74310957	74302138	0	2	0
1546229161	proxy	91	68057848	68050346	74744576	0	1	90
1546229222	site	3	74315436	74313751	74304932	0	3	0
1546229222	proxy	73	68060506	68053004	74747378	0	3	70
1546229281	site	3	74317998	74316313	74307494	0	3	0
1546229282	proxy	92	68062926	68055424	74749953	0	3	89
1546229341	site	3	74320201	74318516	74309697	0	3	0
1546229341	proxy	71	68064992	68057490	74752165	1	3	67
1546229402	site	4	74324318	74322633	74313814	0	4	0
1546229402	proxy	111	68068978	68061476	74756296	0	5	106
1546229462	site	5	74327896	74326211	74317392	0	5	0
1546229462	proxy	78	68072425	68064923	74759882	0	5	73
1546229521	site	3	74330682	74328997	74320178	0	3	0
1546229521	proxy	78	68075081	68067579	74762678	0	3	75
1546229582	site	4	74332907	74331222	74322403	0	4	0
1546229582	proxy	84	68077151	68069649	74764912	0	4	80
1546229641	site	2	74334303	74332618	74323799	0	2	0
1546229641	proxy	79	68078396	68070894	74766317	0	2	77
1546229703	site	6	74336495	74334810	74325991	0	6	0
1546229703	proxy	77	68080452	68072950	74768520	0	7	70
1546229761	site	1	74338000	74336315	74327496	0	1	0
1546229761	proxy	83	68081802	68074300	74770034	0	1	82
1546229822	site	3	74339642	74337957	74329138	0	3	0
1546229822	proxy	101	68083243	68075741	74771688	0	3	98
1546229881	site	7	74341052	74339367	74330548	0	7	0
1546229881	proxy	103	68084456	68076954	74773109	0	7	96
1546229942	site	7	74342354	74340669	74331850	0	7	0
1546229942	proxy	87	68085578	68078076	74774420	0	7	80
1546230002	site	3	74345366	74343681	74334862	0	3	0
1546230002	proxy	98	68088422	68080920	74777445	0	4	94
1546230062	site	3	74348510	74346825	74338006	0	3	0
1546230062	proxy	86	68091350	68083848	74780597	0	4	82
1546230121	site	3	74351110	74349425	74340606	0	3	0
1546230121	proxy	82	68093778	68086276	74783209	0	4	78
1546230182	site	7	74353344	74351659	74342840	0	7	0
1546230182	proxy	92	68095829	68088327	74785452	0	6	86
1546230241	site	5	74354830	74353145	74344326	0	5	0
1546230242	proxy	93	68097163	68089661	74786964	0	8	85
1546230301	site	3	74356983	74355298	74346479	0	3	0
1546230301	proxy	101	68099153	68091651	74789136	0	3	98
1546230362	site	4	74358924	74357239	74348420	0	4	0
1546230362	proxy	116	68100888	68093386	74791088	0	4	112
1546230421	site	6	74360796	74359111	74350292	0	6	0
1546230421	proxy	96	68102564	68095062	74792973	0	6	90
1546230482	site	6	74362507	74360822	74352003	0	6	0
1546230482	proxy	104	68104099	68096597	74794695	0	7	97
1546230542	site	8	74364077	74362392	74353573	0	8	0
1546230542	proxy	71	68105482	68097980	74796274	0	9	62
1546230602	site	3	74367519	74365834	74357015	0	3	0
1546230602	proxy	90	68108702	68101200	74799726	0	3	87
1546230662	site	5	74371149	74369464	74360645	0	5	0
1546230662	proxy	104	68112101	68104599	74803367	0	5	99
1546230721	site	7	74374158	74372473	74363654	0	7	0
1546230721	proxy	85	68114872	68107370	74806384	0	7	78
1546230781	site	2	74376813	74375128	74366309	0	2	0
1546230781	proxy	107	68117285	68109783	74809050	0	4	103
1546230842	site	3	74378858	74377173	74368354	0	3	0
1546230842	proxy	82	68119109	68111607	74811105	0	3	79
1546230901	site	1	74381388	74379703	74370884	0	1	0
1546230901	proxy	99	68121464	68113962	74813642	0	1	98
1546230962	site	3	74383516	74381831	74373012	0	3	0
1546230962	proxy	95	68123357	68115855	74815781	0	4	91
1546231021	site	22	74385469	74383784	74374965	0	22	0
1546231021	proxy	107	68125152	68117650	74817744	0	22	85
1546231081	site	5	74387331	74385646	74376827	0	5	0
1546231081	proxy	86	68126875	68119373	74819622	0	6	80
1546231142	site	2	74389008	74387323	74378504	0	2	0
1546231142	proxy	81	68128419	68120917	74821308	0	2	79
1546231202	site	4	74392376	74390691	74381872	0	4	0
1546231202	proxy	105	68131655	68124153	74824684	0	3	102
1546231261	site	4	74395746	74394061	74385242	0	4	0
1546231262	proxy	84	68134862	68127360	74828064	0	4	80
1546231321	site	3	74398435	74396750	74387931	0	3	0
1546231321	proxy	89	68137411	68129909	74830763	0	2	87
1546231382	site	3	74400634	74398949	74390130	0	3	0
1546231382	proxy	84	68139456	68131954	74832971	0	3	81
1546231441	site	4	74402277	74400592	74391773	0	4	0
1546231441	proxy	77	68140947	68133445	74834626	0	4	73
1546231502	site	5	74404603	74402918	74394099	0	5	0
1546231502	proxy	98	68143119	68135617	74836963	0	5	93
1546231562	site	5	74406657	74404972	74396153	0	5	0
1546231562	proxy	96	68145023	68137521	74839030	0	6	90
1546231622	site	2	74408890	74407205	74398386	0	2	0
1546231622	proxy	87	68147098	68139596	74841272	0	2	85
1546231681	site	3	74411150	74409465	74400645	0	3	0
1546231681	proxy	80	68149226	68141724	74843545	0	3	76
1546231742	site	6	74413495	74411810	74402990	0	6	0
1546231742	proxy	80	68151437	68143935	74845900	0	6	74
1546231801	site	3	74417329	74415644	74406824	0	3	0
1546231801	proxy	90	68155119	68147617	74849743	0	4	86
1546231861	site	4	74421504	74419819	74410999	0	4	0
1546231861	proxy	91	68159147	68151645	74853927	0	4	87
1546231922	site	27	74424545	74422860	74414040	0	27	0
1546231922	proxy	103	68162066	68154564	74856977	0	27	76
1546231981	site	4	74426837	74425152	74416332	0	4	0
1546231981	proxy	80	68164197	68156695	74859277	0	5	75
1546232042	site	5	74428442	74426757	74417937	0	5	0
1546232042	proxy	80	68165640	68158138	74860892	0	5	74
1546232101	site	9	74430469	74428784	74419964	0	9	0
1546232101	proxy	106	68167530	68160028	74862931	0	9	96
1546232162	site	7	74432228	74430543	74421723	0	7	0
1546232162	proxy	90	68169112	68161610	74864700	0	7	83
1546232222	site	3	74433688	74432003	74423183	0	3	0
1546232222	proxy	77	68170411	68162909	74866168	0	3	74
1546232282	site	3	74435041	74433356	74424536	0	3	0
1546232282	proxy	94	68171593	68164091	74867532	0	3	91
1546232341	site	6	74436279	74434594	74425774	0	6	0
1546232341	proxy	79	68172658	68165156	74868782	0	7	72
1546232401	site	3	74439107	74437422	74428602	0	3	0
1546232401	proxy	90	68175325	68167823	74871622	0	4	86
1546232462	site	5	74442541	74440856	74432036	0	5	0
1546232462	proxy	103	68178561	68171059	74875064	0	6	97
1546232522	site	3	74445145	74443460	74434640	0	3	0
1546232522	proxy	74	68180982	68173480	74877676	0	3	71
1546232581	site	3	74447313	74445628	74436808	0	3	0
1546232581	proxy	90	68182961	68175459	74879855	1	3	86
1546232642	site	4	74448816	74447131	74438311	0	4	0
1546232642	proxy	86	68184282	68176780	74881368	0	4	82
1546232701	site	4	74451063	74449378	74440558	0	4	0
1546232702	proxy	93	68186351	68178849	74883625	0	4	88
1546232761	site	4	74452849	74451164	74442344	0	4	0
1546232761	proxy	101	68187965	68180463	74885421	1	4	96
1546232821	site	6	74454889	74453204	74444384	0	6	0
1546232821	proxy	92	68189787	68182285	74887469	0	6	86
1546232882	site	6	74456603	74454918	74446098	0	6	0
1546232882	proxy	101	68191314	68183812	74889196	0	6	95
1546232942	site	3	74458178	74456493	74447673	0	3	0
1546232942	proxy	87	68192671	68185169	74890782	1	3	83
1546233003	site	7	74461679	74459994	74451174	0	7	0
1546233003	proxy	91	68195966	68188464	74894292	0	8	83
1546233062	site	7	74465128	74463443	74454623	0	7	0
1546233062	proxy	90	68199204	68191702	74897748	0	7	83
1546233121	site	6	74468142	74466457	74457637	0	6	0
1546233121	proxy	89	68201996	68194494	74900781	0	10	79
1546233182	site	3	74470706	74469021	74460201	0	3	0
1546233182	proxy	94	68204338	68196836	74903349	0	3	91
1546233241	site	3	74472699	74471014	74462194	0	3	0
1546233241	proxy	83	68206108	68198606	74905355	0	3	80
1546233302	site	4	74475540	74473855	74465035	0	4	0
1546233302	proxy	97	68208734	68201232	74908206	1	3	93
1546233362	site	3	74477726	74476041	74467221	0	3	0
1546233362	proxy	93	68210690	68203188	74910401	0	3	90
1546233421	site	3	74479668	74477983	74469163	0	3	0
1546233422	proxy	119	68212467	68204965	74912364	0	5	114
1546233482	site	6	74481403	74479718	74470898	0	6	0
1546233482	proxy	107	68214030	68206528	74914103	0	5	102
1546233542	site	6	74483087	74481402	74472582	0	6	0
1546233542	proxy	97	68215580	68208078	74915796	0	8	89
1546233601	site	6	74486295	74484610	74475790	0	6	0
1546233602	proxy	185	68218736	68211234	74919184	0	88	97
1546233661	site	2	74489965	74488280	74479460	0	2	0
1546233661	proxy	90	68222175	68214673	74922883	0	3	87
1546233722	site	7	74492868	74491183	74482363	0	7	0
1546233722	proxy	83	68224923	68217421	74925911	1	7	75
1546233781	site	5	74495115	74493430	74484610	0	5	0
1546233781	proxy	88	68227025	68219523	74928176	0	5	83
1546233842	site	2	74496723	74495038	74486218	0	2	0
1546233842	proxy	65	68228475	68220973	74929795	0	2	63
1546233902	site	6	74499061	74497376	74488556	0	6	0
1546233902	proxy	110	68230660	68223158	74932144	0	6	104
1546233961	site	3	74500929	74499244	74490424	0	3	0
1546233961	proxy	72	68232372	68224870	74934022	0	2	70
1546234022	site	4	74502908	74501223	74492403	0	4	0
1546234022	proxy	81	68234209	68226707	74936012	0	4	77
1546234083	site	3	74504904	74503219	74494399	0	3	0
1546234083	proxy	80	68236081	68228579	74938016	0	3	77
1546234142	site	6	74507096	74505411	74496591	0	6	0
1546234142	proxy	74	68238146	68230644	74940219	0	6	68
1546234201	site	2	74510871	74509186	74500366	0	2	0
1546234201	proxy	83	68241768	68234266	74944011	0	7	76
1546234261	site	5	74515179	74513494	74504674	0	5	0
1546234261	proxy	107	68245960	68238458	74948330	0	6	101
1546234322	site	3	74518476	74516791	74507971	0	3	0
1546234322	proxy	81	68249114	68241612	74951636	0	3	78
1546234382	site	2	74521049	74519364	74510544	0	2	0
1546234382	proxy	84	68251542	68244040	74954216	0	2	82
1546234441	site	4	74522612	74520927	74512107	0	4	0
1546234441	proxy	79	68252968	68245466	74955791	0	4	75
1546234502	site	1	74524780	74523095	74514275	0	1	0
1546234502	proxy	102	68254989	68247487	74957982	0	16	86
1546234561	site	4	74526345	74524660	74515840	0	4	0
1546234561	proxy	93	68256361	68248859	74959541	0	3	90
1546234622	site	5	74527868	74526183	74517363	0	5	0
1546234622	proxy	94	68257716	68250214	74961076	0	4	90
1546234682	site	1	74528999	74527314	74518494	0	1	0
1546234682	proxy	77	68258691	68251189	74962215	0	1	76
1546234742	site	3	74530113	74528428	74519607	0	3	0
1546234742	proxy	72	68259622	68252120	74963340	0	3	69
1546234801	site	5	74532884	74531199	74522378	0	5	0
1546234801	proxy	78	68262208	68254706	74966118	0	6	72
1546234861	site	5	74536138	74534453	74525632	0	5	0
1546234861	proxy	87	68265289	68257787	74969380	0	5	82
1546234922	site	2	74538724	74537039	74528218	0	2	0
1546234922	proxy	86	68267679	68260177	74971977	0	2	84
1546234981	site	2	74540807	74539122	74530301	0	2	0
1546234981	proxy	77	68269603	68262101	74974072	0	3	74
1546235042	site	3	74542363	74540678	74531857	0	3	0
1546235042	proxy	83	68270952	68263450	74975638	0	3	80
1546235101	site	2	74544462	74542777	74533956	0	2	0
1546235101	proxy	112	68272887	68265385	74977747	0	2	110
1546235162	site	2	74546312	74544627	74535805	0	2	0
1546235162	proxy	110	68274549	68267047	74979611	0	3	107
1546235222	site	4	74547970	74546285	74537463	0	4	0
1546235222	proxy	94	68276017	68268515	74981280	0	8	86
1546235281	site	4	74549495	74547810	74538988	0	4	0
1546235281	proxy	97	68277374	68269872	74982810	0	4	93
1546235342	site	4	74550941	74549256	74540434	0	4	0
1546235342	proxy	98	68278624	68271122	74984266	0	4	94
1546235402	site	38	74554306	74552621	74543799	0	38	0
1546235402	proxy	99	68281790	68274288	74987641	0	2	97
1546235462	site	3	74557854	74556169	74547347	0	3	0
1546235462	proxy	84	68285139	68277637	74991200	0	3	81
1546235521	site	4	74560770	74559085	74550263	0	4	0
1546235521	proxy	73	68287843	68280341	74994125	0	4	69
1546235582	site	2	74563404	74561719	74552897	0	2	0
1546235582	proxy	121	68290252	68282750	74996767	0	2	119
1546235642	site	12	74565369	74563684	74554862	0	12	0
1546235642	proxy	100	68291993	68284491	74998747	0	15	85
1546235701	site	2	74568017	74566332	74557510	0	2	0
1546235701	proxy	101	68294420	68286918	75001405	0	3	98
1546235762	site	2	74570411	74568726	74559904	0	2	0
1546235762	proxy	102	68296577	68289075	75003810	0	3	99
1546235823	site	7	74572537	74570852	74562030	0	7	0
1546235823	proxy	90	68298490	68290988	75005947	0	7	83
1546235882	site	3	74574323	74572638	74563816	0	3	0
1546235882	proxy	104	68300105	68292603	75007741	0	3	101
1546235942	site	2	74575807	74574122	74565300	0	2	0
1546235942	proxy	84	68301444	68293942	75009237	0	3	81
1546236001	site	5	74579116	74577431	74568609	0	5	0
1546236001	proxy	102	68304599	68297097	75012557	0	5	97
1546236062	site	10	74582963	74581278	74572456	0	10	0
1546236062	proxy	211	68308296	68300794	75016414	0	10	201
1546236122	site	2	74585955	74584270	74575448	0	2	0
1546236122	proxy	85	68311150	68303648	75019413	1	2	82
1546236181	site	3	74588253	74586568	74577746	0	3	0
1546236181	proxy	82	68313331	68305829	75021720	0	3	79
1546236242	site	1	74589815	74588130	74579308	0	1	0
1546236242	proxy	72	68314757	68307255	75023296	0	2	70
1546236302	site	2	74592155	74590470	74581648	0	2	0
1546236302	proxy	81	68316962	68309460	75025648	0	2	79
1546236361	site	10	74593994	74592309	74583487	0	10	0
1546236361	proxy	91	68318662	68311160	75027498	0	11	80
1546236421	site	5	74596149	74594464	74585642	0	5	0
1546236421	proxy	91	68320677	68313175	75029669	2	4	85
1546236482	site	6	74598030	74596345	74587523	0	6	0
1546236482	proxy	84	68322439	68314937	75031559	0	3	81
1546236542	site	35	74599868	74598183	74589360	0	35	0
1546236542	proxy	109	68324142	68316640	75033409	0	35	74
1546236601	site	5	74603696	74602011	74593188	0	5	0
1546236601	proxy	106	68327832	68320330	75037248	0	6	100
1546236662	site	4	74608100	74606415	74597592	0	4	0
1546236662	proxy	95	68332095	68324593	75041663	0	4	91
1546236722	site	34	74611628	74609943	74601120	0	34	0
1546236722	proxy	104	68335497	68327995	75045199	0	34	70
1546236781	site	3	74614432	74612747	74603924	0	3	0
1546236781	proxy	99	68338180	68330678	75048019	0	3	96
1546236841	site	6	74616186	74614501	74605678	0	6	0
1546236841	proxy	79	68339806	68332304	75049781	0	6	73
1546236902	site	7	74618455	74616770	74607947	0	7	0
1546236902	proxy	78	68341945	68334443	75052060	0	7	71
1546236962	site	2	74620225	74618540	74609717	0	2	0
1546236962	proxy	94	68343576	68336074	75053839	0	2	92
1546237022	site	2	74621716	74620031	74611208	0	2	0
1546237022	proxy	87	68344894	68337392	75055341	0	2	85
1546237081	site	3	74622955	74621270	74612447	0	3	0
1546237081	proxy	98	68345957	68338455	75056594	0	3	95
1546237142	site	1	74624029	74622344	74613521	0	1	0
1546237142	proxy	85	68346877	68339375	75057679	0	2	83
1546237201	site	2	74626693	74625008	74616185	0	2	0
1546237201	proxy	84	68349387	68341885	75060352	0	2	82
1546237262	site	4	74629986	74628301	74619478	0	4	0
1546237263	proxy	86	68352502	68345000	75063657	0	5	81
1546237321	site	4	74632441	74630756	74621933	0	4	0
1546237321	proxy	76	68354775	68347273	75066125	0	4	72
1546237382	site	2	74634561	74632876	74624053	0	2	0
1546237382	proxy	90	68356683	68349181	75068256	0	2	88
1546237442	site	4	74635998	74634313	74625490	0	4	0
1546237442	proxy	77	68357950	68350448	75069707	0	4	73
1546237502	site	4	74638190	74636505	74627682	0	4	0
1546237502	proxy	108	68359976	68352474	75071912	0	4	104
1546237561	site	8	74639947	74638262	74629438	0	8	0
1546237561	proxy	104	68361534	68354032	75073677	0	8	96
1546237622	site	2	74641644	74639959	74631135	0	2	0
1546237622	proxy	91	68363057	68355555	75075388	0	4	87
1546237682	site	11	74643164	74641479	74632654	0	11	0
1546237682	proxy	97	68364396	68356894	75076915	0	10	87
1546237742	site	6	74644543	74642858	74634033	0	6	0
1546237742	proxy	84	68365602	68358100	75078306	0	8	76
1546237801	site	2	74647581	74645896	74637071	0	2	0
1546237801	proxy	83	68368467	68360965	75081352	0	2	81
1546237862	site	4	74651252	74649567	74640742	0	4	0
1546237862	proxy	95	68371931	68364429	75085034	0	4	91
1546237921	site	6	74654180	74652495	74643670	0	6	0
1546237921	proxy	92	68374667	68367165	75087975	0	6	86
1546237982	site	3	74656764	74655079	74646254	0	3	0
1546237982	proxy	95	68377026	68369524	75090570	0	3	92
1546238042	site	5	74658621	74656936	74648111	0	5	0
1546238042	proxy	114	68378693	68371191	75092465	0	4	110
1546238102	site	1	74661316	74659631	74650806	0	1	0
1546238102	proxy	104	68381161	68373659	75095170	0	2	102
1546238161	site	4	74663608	74661923	74653098	0	4	0
1546238162	proxy	91	68383216	68375714	75097473	0	6	85
1546238221	site	2	74665754	74664069	74655244	0	2	0
1546238221	proxy	92	68385127	68377625	75099635	5	2	85
1546238282	site	21	74667676	74665991	74657166	0	21	0
1546238282	proxy	99	68386830	68379328	75101562	0	21	78
1546238341	site	1	74669281	74667596	74658771	0	1	0
1546238341	proxy	69	68388261	68380759	75103180	3	1	65
1546238402	site	8	74672670	74670985	74662160	0	8	0
1546238402	proxy	63	68391495	68383993	75106576	0	9	54
1546238462	site	5	74676305	74674620	74665795	0	5	0
1546238462	proxy	95	68394930	68387428	75110224	0	5	90
1546238522	site	1	74679383	74677698	74668873	0	1	0
1546238522	proxy	95	68397799	68390297	75113315	0	1	94
1546238582	site	4	74681816	74680131	74671306	0	4	0
1546238582	proxy	106	68400090	68392588	75115761	0	5	101
1546238642	site	2	74683541	74681856	74673031	0	2	0
1546238642	proxy	91	68401699	68394197	75117498	0	4	87
1546238701	site	4	74685846	74684161	74675336	0	4	0
1546238701	proxy	94	68403880	68396378	75119812	0	5	89
1546238762	site	3	74687723	74686038	74677213	0	3	0
1546238762	proxy	99	68405612	68398110	75121700	0	4	95
1546238821	site	3	74689433	74687748	74678923	0	3	0
1546238821	proxy	78	68407193	68399691	75123433	0	4	74
1546238882	site	5	74691116	74689431	74680606	0	5	0
1546238882	proxy	87	68408739	68401237	75125161	0	4	83
1546238942	site	6	74692879	74691194	74682369	0	6	0
1546238942	proxy	89	68410382	68402880	75126965	0	7	82
1546239002	site	48	74696527	74694842	74686016	0	47	1
1546239002	proxy	178	68413934	68406432	75130680	0	103	75
1546239062	site	22	74700701	74699016	74690191	0	22	0
1546239062	proxy	95	68417930	68410428	75134814	0	24	71
1546239122	site	6	74704223	74702538	74693713	0	6	0
1546239122	proxy	83	68421311	68413809	75138348	0	10	73
1546239181	site	3	74707162	74705477	74696652	0	3	0
1546239181	proxy	79	68424118	68416616	75141293	0	2	77
1546239242	site	4	74709262	74707577	74698752	0	4	0
1546239242	proxy	77	68426092	68418590	75143402	0	3	74
1546239302	site	6	74711805	74710120	74701295	0	6	0
1546239302	proxy	102	68428489	68420987	75145955	0	6	96
1546239362	site	7	74713717	74712032	74703207	0	7	0
1546239362	proxy	101	68430251	68422749	75147879	0	7	94
1546239422	site	8	74715298	74713613	74704788	0	8	0
1546239422	proxy	91	68431687	68424185	75149470	0	7	84
1546239483	site	5	74716520	74714835	74706010	0	5	0
1546239483	proxy	79	68432758	68425256	75150700	0	4	75
1546239541	site	4	74717625	74715940	74707115	0	4	0
1546239541	proxy	77	68433706	68426204	75151817	0	3	74
1546239602	site	1	74720474	74718789	74709964	0	1	0
1546239602	proxy	89	68436404	68428902	75154675	0	1	88
1546239662	site	4	74723483	74721798	74712973	0	4	0
1546239662	proxy	94	68439231	68431729	75157695	0	5	89
1546239721	site	4	74725975	74724290	74715465	0	4	0
1546239721	proxy	80	68441552	68434050	75160203	0	6	74
1546239782	site	9	74727967	74726282	74717457	0	9	0
1546239782	proxy	79	68443361	68435859	75162202	0	6	73
1546239841	site	3	74729388	74727703	74718878	0	3	0
1546239841	proxy	97	68444598	68437096	75163641	0	3	94
1546239901	site	3	74731573	74729888	74721063	0	3	0
1546239901	proxy	95	68446592	68439090	75165840	0	4	91
1546239962	site	1	74733392	74731707	74722882	0	1	0
1546239962	proxy	101	68448236	68440734	75167672	0	1	100
1546240021	site	6	74735289	74733604	74724779	0	6	0
1546240021	proxy	115	68449922	68442420	75169587	5	6	103
1546240082	site	1	74736743	74735058	74726233	0	1	0
1546240082	proxy	90	68451194	68443692	75171045	0	1	89
1546240142	site	2	74738142	74736457	74727632	0	2	0
1546240142	proxy	81	68452413	68444911	75172455	0	3	78
1546240201	site	6	74741081	74739396	74730571	0	6	0
1546240201	proxy	86	68455174	68447672	75175409	5	5	76
1546240262	site	3	74744678	74742993	74734168	0	3	0
1546240262	proxy	93	68458559	68451057	75179011	0	3	90
1546240322	site	3	74747599	74745914	74737089	0	3	0
1546240322	proxy	90	68461293	68453791	75181945	0	4	86
1546240382	site	3	74750064	74748379	74739554	0	3	0
1546240382	proxy	94	68463576	68456074	75184422	0	3	91
1546240442	site	7	74751974	74750289	74741464	0	7	0
1546240442	proxy	88	68465285	68457783	75186343	0	7	81
1546240502	site	4	74754579	74752894	74744069	0	4	0
1546240502	proxy	98	68467677	68460175	75188959	0	3	95
1546240562	site	2	74756885	74755200	74746375	0	2	0
1546240562	proxy	100	68469742	68462240	75191274	0	1	98
1546240622	site	4	74758907	74757222	74748397	0	4	0
1546240622	proxy	79	68471548	68464046	75193304	0	2	77
1546240682	site	6	74760938	74759253	74750427	0	6	0
1546240682	proxy	101	68473342	68465840	75195345	0	5	96
1546240741	site	8	74762617	74760932	74752106	0	8	0
1546240741	proxy	88	68474814	68467312	75197035	0	8	80
1546240802	site	3	74766200	74764515	74755689	0	3	0
1546240802	proxy	216	68478204	68470702	75200631	0	3	213
1546240862	site	5	74769881	74768196	74759337	0	5	0
1546240862	proxy	166	68481681	68474179	75204322	0	2	164
1546240921	site	5	74772872	74771187	74762328	0	5	0
1546240922	proxy	84	68484507	68477005	75207329	0	6	78
1546240982	site	9	74775486	74773801	74764942	0	9	0
1546240982	proxy	111	68486899	68479397	75209957	0	9	102
1546241041	site	4	74777263	74775578	74766715	0	4	0
1546241041	proxy	89	68488537	68481035	75211754	0	4	85
1546241102	site	4	74779784	74778099	74769234	0	4	0
1546241102	proxy	148	68490872	68483370	75214288	0	4	144
1546241162	site	3	74781912	74780227	74771362	0	3	0
1546241162	proxy	137	68492867	68485365	75216427	0	3	134
1546241221	site	5	74783690	74782005	74773140	0	5	0
1546241221	proxy	102	68494505	68487003	75218213	0	4	98
1546241281	site	2	74785232	74783547	74774682	0	2	0
1546241281	proxy	117	68495914	68488412	75219765	0	2	115
1546241342	site	4	74786872	74785187	74776322	0	4	0
1546241342	proxy	88	68497416	68489914	75221415	0	4	84
1546241402	site	3	74790436	74788751	74779886	0	3	0
1546241402	proxy	83	68500862	68493360	75224990	0	3	80
1546241462	site	3	74794268	74792583	74783718	0	3	0
1546241462	proxy	110	68504561	68497059	75228832	0	3	107
1546241522	site	2	74797756	74796071	74787206	0	2	0
1546241522	proxy	117	68507945	68500443	75232339	0	10	107
1546241581	site	3	74800921	74799236	74790371	0	3	0
1546241582	proxy	118	68510961	68503459	75235506	0	3	115
1546241641	site	4	74803260	74801575	74792710	0	4	0
1546241641	proxy	76	68513171	68505669	75237860	1	4	71
1546241702	site	3	74806000	74804315	74795450	0	3	0
1546241702	proxy	98	68515764	68508262	75240608	0	3	95
1546241761	site	13	74808121	74806436	74797571	0	13	0
1546241762	proxy	98	68517765	68510263	75242740	0	13	85
1546241821	site	5	74809853	74808168	74799303	0	5	0
1546241821	proxy	93	68519331	68511829	75244484	0	5	88
1546241882	site	6	74811170	74809485	74800620	0	6	0
1546241882	proxy	75	68520511	68513009	75245809	0	5	70
1546241942	site	3	74812289	74810604	74801739	0	3	0
1546241942	proxy	83	68521466	68513964	75246939	0	3	80
1546242001	site	5	74814954	74813269	74804404	0	5	0
1546242001	proxy	71	68523974	68516472	75249617	0	5	66
1546242062	site	2	74818157	74816472	74807607	0	2	0
1546242062	proxy	77	68527010	68519508	75252831	0	2	75
1546242121	site	4	74820575	74818890	74810025	0	4	0
1546242122	proxy	93	68529270	68521768	75255272	0	12	81
1546242181	site	6	74822538	74820853	74811988	0	6	0
1546242181	proxy	90	68531073	68523571	75257244	0	7	83
1546242242	site	2	74823946	74822261	74813396	0	2	0
1546242242	proxy	86	68532304	68524802	75258668	0	2	84
1546242302	site	6	74825996	74824311	74815446	0	6	0
1546242302	proxy	101	68534165	68526663	75260728	0	8	93
1546242362	site	3	74827892	74826207	74817342	0	3	0
1546242362	proxy	108	68535871	68528369	75262634	0	3	105
1546242422	site	5	74829468	74827783	74818918	0	5	0
1546242422	proxy	102	68537261	68529759	75264222	0	8	94
1546242481	site	6	74830823	74829138	74820273	0	6	0
1546242481	proxy	92	68538433	68530931	75265585	0	8	84
1546242541	site	6	74832091	74830406	74821541	0	6	0
1546242541	proxy	102	68539542	68532040	75266873	0	6	96
1546242602	site	5	74835195	74833510	74824645	0	5	0
1546242602	proxy	77	68542481	68534979	75269986	0	5	72
1546242662	site	4	74838526	74836841	74827976	0	4	0
